Band,Song,Guitarist,Technique,Difficulty,Score,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Energy_Mean_Drums_N,Energy_Mean_Piano_N,Energy_Mean_Bass_N,Energy_std_Drums_N,Energy_std_Piano_N,Energy_std_Bass_N,BPM_Mean_Drums_N,BPM_Mean_Piano_N,BPM_Mean_Bass_N,BPM_std_Drums_N,BPM_std_Piano_N,BPM_std_Bass_N,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Combine_Energy_BPM_Drums,Combine_Energy_BPM_Piano,Combine_Energy_BPM_Bass,Difficulty_Level_Drums,Difficulty_Level_Piano,Difficulty_Level_Bass,Quantity_Relevance_Drums,Quantity_Relevance_Bass,Quantity_Relevance_Piano,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Like Moths To Flames,The Blackout,['Right Rhythm'],['Distortion Guitar'],Beginner,2/8,24,2013,0.412,0.97,-1.65,0.16,0.000401,0.0,0.121,0.471,140.07,224240,,,,,0.34204028640953,1.878386380072712e-05,0.2440560233599473,0.2595414427200749,2.600439899933088e-06,0.1275849062120138,0.6154283296746763,0.2564679854361607,0.4269799832685975,0.3628059765923996,0.403890632334909,0.3040797427976605,Medium,Low,Low,Medium,Low,Medium,Medium-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.3526188519685876,0.2516041477937601,1.9364808041986715e-05,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Like Moths To Flames,Do Not Resuscitate,,['Distortion Guitar'],Intermediate,3/8,39,2021,0.502,0.95,-3.424,0.15,0.000165,0.0,0.0773,0.446,125.067,230074,,,,,0.6794119523586255,0.0532641611733892,0.1761759018656047,0.6469012995439205,0.0085890668653952,0.0876443013019952,0.5434196276045666,0.5813168575033308,0.617989803933816,0.3263653506857111,0.3662016791498807,0.1188686902269884,High,Low,Low,Medium,Medium,Medium,High-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.7151704761669743,0.1854483177532681,0.0560675380772518,7.0,2.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Like Moths To Flames,You'll Burn,,['Distortion Guitar'],Beginner,2/8,32,2013,0.52,0.993,-1.934,0.105,0.00103,0.0,0.207,0.259,110.046,194040,,,,,0.3364754088218409,0.0001175795060247,0.0745690374251517,0.3519191326294951,1.9652470509480787e-05,0.0561035228130268,0.5279989779538089,0.4068307170363692,0.5497232968594353,0.2636157308538235,0.2742394740923499,0.3211262414526576,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3388473402032637,0.0750947003274438,0.0001184083645767,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Like Moths To Flames,Habitual Decline,,"['Distortion Guitar', 'Guitar 1']",Intermediate,3/8,37,2020,0.472,0.986,-3.797,0.119,0.000113,0.000851,0.29,0.398,116.993,191548,,,,,0.5121725223784778,4.155730771412011e-07,0.1858792878892342,0.5286124444795365,3.964260436981533e-08,0.1989441676737905,0.4419496487140218,0.599176877162453,0.4142115905726605,2.2374145287429976e-16,0.6859440171710828,0.0171249371027152,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.5194447488625535,0.1885185475550042,4.214737090681553e-07,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Like Moths To Flames,A Servant Of Plague,['Rhythm'],['Overdriven Guitar'],Intermediate,4/8,31,2020,0.481,0.987,-3.951,0.148,4.75e-05,0.00189,0.414,0.457,120.065,208875,,,,,0.7178871725939066,5.353055272481004e-07,0.3108242513194909,0.7861181043744502,3.731931794534061e-08,0.1379185736609616,0.4756639668782837,0.4368714975076075,0.5114629991245994,0.3350004055958325,0.6690362607212846,0.1498670830429417,High,Low,Low,Medium,Medium,Medium,High-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.7273426267415467,0.3149181877603758,5.423561572929082e-07,7.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Like Moths To Flames,Praise Feeder,,['Distortion Guitar'],Beginner,2/8,21,2011,0.464,0.991,-3.171,0.239,4.27e-05,0.0,0.367,0.156,131.972,199733,,,,,0.379391212023977,5.626696533632203e-05,0.0991379272323971,0.3810982054884079,7.67552061919393e-06,0.0692893906645435,0.4832092921428451,0.6707563143324573,0.7291542109501831,0.300340277817529,0.494946367743985,0.2253363271123199,Medium,Low,Low,Medium,High,High,Medium-Medium,Low-High,Low-High,Intermidiate,Advanced,Advanced,0.3828367427083522,0.1000382716774945,5.677796703967914e-05,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Advanced']"
Like Moths To Flames,What's Done Is Done,,['Distortion Guitar'],Intermediate,3/8,30,2015,0.553,0.997,-1.681,0.0975,0.00018,0.0,0.238,0.5,107.493,230772,,,,,0.2478357908118331,0.0105759225822091,0.2385245146983704,0.2569550373795795,0.0021579580195882,0.0884917031020132,0.6823792070748728,0.5772202701188549,0.5320733946856377,0.220956744687153,0.3105606953526801,0.1237620019287614,Low,Low,Low,High,Medium,Medium,Low-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,0.2485815354180874,0.2392422414226383,0.0106077458196681,2.0,2.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Abstract Dissonance,Eternal Torment,,['Distortion Guitar'],Intermediate,5/8,5,2022,0.331,0.895,-3.799,0.0496,2.25e-05,0.828,0.306,0.412,120.474,159111,,,,,0.3282150988717793,4.1697797327286084e-07,0.297699264749746,0.5526427643052877,1.42573131091149e-08,0.1888461777398576,0.6291880187327369,0.5058635612884309,0.5645295409715467,0.1209060279297358,0.7306018531649556,0.2170010471428112,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3667207808623233,0.3326248768153587,4.658971768411853e-07,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames, House,['Bjorn'],['Distortion Guitar'],Beginner,2/8,35,2019,0.521,0.984,-4.957,0.0817,6.68e-05,0.018,0.333,0.465,132.039,258773,,,,,0.4603381504714375,0.0047172880616643,0.1082266444858187,0.230883175035838,0.0008557009022576,0.0747994363939156,0.6107635966568442,0.527595694093923,0.6226477479023035,0.1519020256785634,0.1794569700344003,0.0297864492369222,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4678233236498348,0.1099864273229865,0.0047939919325857,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Black Winter,Slip,['Track 3'],['Distortion Guitar'],Advanced,8/8,17,2020,0.561,0.433,-10.678,0.0672,0.671,0.0,0.109,0.241,108.056,111111,,,,,0.0243033693764606,0.1563978081148743,0.36602012348512,0.0048618255186644,0.0155222395271217,0.2482742837701872,0.3284773308437761,0.4741391094730311,0.9870437265283138,0.1618090278830075,0.4946180369357318,0.734688927068073,Low,Low,Medium,Low,Medium,High,Low-Low,Low-Medium,Medium-High,Beginner,Intermidiate,Advanced,0.0561278738486388,0.8453120634760278,0.3611958616971694,1.0,8.0,4.0,"['drums_Beginner', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Advanced']"
Alloytuber,Aftermath Of The Afterlife,['Rhythm'],['Distortion Guitar'],Intermediate,3/8,0,2022,0.621,0.782,-8.834,0.0741,1.26e-05,0.843,0.205,0.444,120.016,205493,,,,,0.1493918970673639,6.536044926847326e-06,0.2403965402213616,0.1164740719295414,5.100369343884641e-07,0.2151379160678104,0.3321113749521165,0.775979429830905,0.7082936445511316,0.1634172964335208,0.5108030839615525,0.307322429694278,Low,Low,Low,Medium,High,High,Low-Medium,Low-High,Low-High,Intermidiate,Advanced,Advanced,0.1910382315439437,0.3074124555260378,8.358113717196069e-06,2.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Advanced']"
Wind Rose,Gates Of Ekrund,['Claudio Falconcini'],['Distortion Guitar'],Beginner,2/8,41,2022,0.361,0.987,-5.359,0.142,0.000131,0.0234,0.0841,0.219,179.951,353164,,,,,0.3385713636935655,1.3482589263963204e-05,0.0821043638759077,0.2335661023291118,5.387278914777318e-07,0.0555347648411428,0.4380653787939715,0.5251147694794056,0.5859346112231155,0.0649537340982663,0.5421694468536695,0.0943598680471148,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3430307636206338,0.083185779002946,1.3660171493377106e-05,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Asking Alexandria,Alone Again,"['BenBruce', 'CameronLiddell']",['Distortion Guitar'],Intermediate,3/8,56,2021,0.496,0.969,-3.085,0.0688,7.49e-05,5.93e-06,0.242,0.199,109.977,228978,"['DannyWorsnop', 'DenisShaforostov']",['SamBettley'],['JamesCassells'],[],0.4288378630070719,0.0003202258896524,0.108030389961027,0.2890053394005663,6.779391158635475e-05,0.193204877032569,0.398514752526455,0.5157783004620267,0.5064529039473779,0.2188592516544816,0.308151516625519,0.166488517043881,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4425571341662249,0.1114864705480155,0.0003304704743575,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Deathkite,Survival of the Cruelest,,"['Distortion Guitar', 'Rhythm Guitar']",Intermediate,3/8,10,2011,0.551,0.948,-9.224,0.0681,1.27e-06,0.712,0.133,0.358,110.077,129505,,,,,0.0680659805608373,3.541536425956582e-08,0.0272794651092333,0.0702726880837901,1.7889517127315943e-09,0.0377009573085051,0.3671683503108621,0.6633041876925816,0.593377371092492,0.1068717910703772,0.61886784838828,0.204174319570238,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.0717995575536258,0.0287758070772503,3.73579791767572e-08,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Parasitic Ejaculation,Slow Torture Chamber,,['Distortion Guitar 2'],Intermediate,4/8,28,2013,0.346,0.737,-7.874,0.181,0.00282,0.02,0.306,0.604,200.094,151423,,,,,0.1563400476505034,3.728700730896941e-07,0.0512246889474968,0.1396120723529057,3.038426938511968e-08,0.0402305224041193,0.5841519136220662,0.532624909776661,0.5895830439673626,0.4523496899725104,0.2187173914193896,0.3647241539079416,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2121303224565853,0.0695043269301178,5.059295428625428e-07,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Motionless In White,Headache,"['Ricky ""Horror"" Olson']","['Rhythm Guitar', 'Distortion Guitar']",Intermediate,3/8,55,2019,0.436,0.942,-3.584,0.0955,0.00021,1.65e-06,0.0824,0.636,170.046,209027,['ChrisMotionless'],"['DevinSola', 'JustinMorrow']","['VinnyMauro', 'AngeloParente']",['JoshBalz'],0.5698734423481492,0.0055370938610326,0.2108949294845245,0.3187052370251269,0.0006260752614428,0.1877276960348465,0.3773975622240031,0.5940277327107487,0.537900078953813,0.5969788708998737,0.2494969901244062,0.0794241980870164,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.6049611914523877,0.2238799676056524,0.0058780189607565,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames,Burn,,"['Distortion Guitar', 'Rythm Guitar']",Intermediate,4/8,31,2019,0.522,0.971,-4.59,0.109,4.8e-05,0.0534,0.054,0.195,114.992,223720,,,,,0.9115596460534036,6.158567782533418e-07,0.087071587210031,0.7457575885234397,2.7599596234231258e-08,0.0325779502331853,0.514506509795391,0.3441802797381567,0.484483834403088,0.0150638792287688,0.6052580305097889,0.1512913770180818,High,Low,Low,Medium,Medium,Medium,High-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.9387843934638552,0.0896720774562626,6.342500290971593e-07,9.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Portrayal Of Guilt,The Sixth Circle,,"['Distortion Guitar', 'Guitar 1']",Intermediate,3/8,29,2021,0.232,0.856,-5.373,0.0502,0.000505,0.853,0.341,0.139,148.975,204537,,,,,0.3537631898445197,5.476032535266699e-06,0.1722103141082852,0.3015839477217112,4.3913890653965364e-07,0.1081391541915429,0.6496846718416517,0.3476642821563664,0.5304565157387413,0.2945347893782217,0.4216913498820295,0.1104638778789128,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4132747544912613,0.2011802734909873,6.397234270171377e-06,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Long Term Memory,Scorn,,['Distortion Guitar'],Intermediate,3/8,7,2022,0.42,0.775,-7.913,0.058,0.000325,0.0158,0.313,0.363,119.989,172000,,,,,0.2560093521821487,1.6672494473731995e-08,0.1438652264438624,0.3271691117072862,2.112374268031786e-09,0.1656238584330479,0.5059270188687011,0.8574051225209645,0.4303107042622811,0.1809988799792828,0.6434169060187706,0.0984862850176224,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.3303346479769661,0.185632550250145,2.1512896095138058e-08,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Out Of My Eyes,GOLDON,,['Distortion Guitar'],Intermediate,3/8,7,2021,0.52,0.99,-5.878,0.143,0.000239,0.136,0.968,0.283,149.948,217600,,,,,0.296877773772878,1.945183742871154e-07,0.0694274393799407,0.3712562977165263,1.5208321646312075e-08,0.0348732445444202,0.530785840941513,0.6859443726475452,0.5435968204071303,0.4125238350416013,0.36843199573219,0.2477324561003615,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.2998765391645232,0.0701287266464048,1.9648320635062162e-07,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Out Of My Eyes,Blue Cloud,,"['Distortion Guitar', 'Distortion Rythm 2 Guitar']",Intermediate,3/8,38,2021,0.348,0.892,-6.064,0.0558,0.000922,2.08e-06,0.0927,0.197,180.117,265500,,,,,0.3830573916504408,3.003745524718448e-06,0.0985450242738275,0.2335170899636178,2.326081578968548e-07,0.0698978445390337,0.3634297892654131,0.409672783310778,0.475271313096877,0.5555430670968888,0.6169785622053412,0.2422936176918996,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4294365377247094,0.1104764846119143,3.367427718294224e-06,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Like Moths To Flame,Ameliorate,,['Distortion Guitar'],Intermediate,4/8,43,2021,0.523,0.956,-3.094,0.11,8.75e-05,1.59e-06,0.122,0.683,129.01,196977,,,,,0.5368118880423559,8.26260026141907e-08,0.2302585872870595,0.4109923122660528,5.563698591801641e-09,0.1541862734156182,0.6051815858660147,0.0,0.6119145313487094,0.1669161091408739,0.3824006973986865,0.0577323226863302,Medium,Low,Low,Medium,Low,Medium,Medium-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.5615187113413765,0.2408562628525727,8.642887302739614e-08,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
We Came As Romans,Black Hole,"['JoshuaMoore', 'LouCotton']",['Distortion Guitar'],Intermediate,3/8,69,2021,0.48,0.958,-4.241,0.0664,2.45e-05,0.0,0.52,0.385,110.05,179182,"['KylePavone(1990-2018)', 'DaveStephens']",['AndyGlass'],"['EricChoi', 'DavidPuckett']",[],0.5444443829893736,4.170635892551228e-08,0.1940198501376434,0.4002709682317981,2.915798306930108e-09,0.1231205570346942,0.5293279807690658,0.4272959171900745,0.6451633567417208,0.2853895407568607,0.5512863203995447,0.2000245021809764,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.5683135521809746,0.2025259396008804,4.353482142537816e-08,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Silverstein,Ultraviolet,['LEAD GTR 2'],['Overdriven Guitar'],Intermediate,3/8,50,2022,0.35,0.916,-3.39,0.146,0.000108,1.81e-06,0.126,0.521,194.934,173600,['ShaneTold'],['PaulKoehler'],[],[],0.3813049114770042,1.1454370035843705e-05,0.201193138902891,0.2080543367728196,8.0452174434664e-07,0.192319095853232,0.4256813588120214,0.3808734985869842,0.6690917082886979,0.493810956434897,0.4118587248353965,0.0550973795351687,Medium,Low,Low,Medium,Medium,High,Medium-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.4162717374203102,0.2196431647411474,1.250477078148876e-05,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Razor,akaku chirabaru hana,,['Distortion Guitar'],Intermediate,3/8,2,2018,0.264,0.944,-3.065,0.156,3.03e-05,0.0,0.101,0.273,94.868,300693,,,,,0.4168074980891495,6.21171316505248e-06,0.1154847197824281,0.5969229937667858,5.83633914106776e-07,0.0648226191376693,0.2398599412389321,0.2733506098498489,0.5303906954836659,0.1136042103747317,0.6297901280572284,0.1072269935339917,Medium,Low,Low,Low,Low,Medium,Medium-Low,Low-Low,Low-Medium,Beginner,Beginner,Intermidiate,0.4415333666198618,0.1223355082440976,6.580204623996271e-06,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Acid Bath,Venus Blue,['Track 2'],['Distortion Guitar'],Intermediate,3/8,33,1996,0.381,0.818,-10.135,0.0556,0.000224,0.00491,0.0991,0.46,121.987,282027,,,,,0.0916227861895377,0.000289439078246,0.0289773564135504,0.0514859092753738,3.623282776151197e-05,0.0307839532862508,0.5099174445755982,0.8000236091137474,0.6549539562709812,0.411990113412324,0.64837670976275,0.1493145148343911,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.1120082960752295,0.0354246410923599,0.0003538375039682,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Draft Shit,shit,,['Distortion Guitar 1'],Intermediate,3/8,0,2021,0.515,0.346,-12.973,0.0318,0.809,0.00174,0.0886,0.281,75.006,261600,,,,,0.122192478248399,0.1457932806592298,0.0395930701520297,0.0457872626497801,0.0670671949139428,0.0738185158049527,0.052890688265035,0.7302276220512713,0.6677546737187988,0.3823884584618007,0.038675196392924,0.1630856166297081,Low,Low,Low,Low,High,High,Low-Low,Low-High,Low-High,Beginner,Advanced,Advanced,0.3531574515849683,0.1144308385896814,0.4213678631769649,4.0,1.0,4.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Advanced']"
Coldrain,See You,['gtr rhy'],['Distortion Guitar'],Intermediate,3/8,40,2019,0.492,0.931,-4.789,0.0552,3.77e-05,0.0,0.134,0.511,99.016,229267,,,,,0.3148631833829771,0.0110448685283514,0.09732993471225,0.1604374209776455,0.0008899714992878,0.1182829145725183,0.410466012276648,0.179133286332868,0.8020836227421662,0.359550333763076,0.5840050923062446,0.3460193139002835,Low,Low,Low,Medium,Low,High,Low-Medium,Low-Low,Low-High,Intermidiate,Beginner,Advanced,0.3381989080375693,0.1045434314846939,0.0118634463247598,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Bring Me The Horizon,Can You Feel my Heart,['John Jones'],['Distortion Guitar'],Beginner,2/8,80,2013,0.15,0.859,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,['OliverSykes'],['MattKean'],['MattNicholls'],['JordanFish'],0.3772083633681951,0.0111410915139917,0.2667854021924091,0.2338122745036837,0.0027732234696304,0.2637255661732381,0.0962893472717911,0.5507796103155991,0.6059512454569989,0.4334607374601704,0.2791845711299751,0.2057677439949595,Medium,Low,Low,Low,Medium,Medium,Medium-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.4391249864589,0.3105767196652027,0.0129698387822954,4.0,3.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Falling In Reverse,Zombified,['Rhythm R'],['Distortion Guitar'],Intermediate,3/8,70,2022,0.544,0.911,-3.681,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,218521,['RonnieRadke'],"['ZakkSandler', 'TylerBurgess']",['RyanSeaman'],[],0.5982915909853396,7.608599937555346e-07,0.62690533196924,0.5344279337892252,3.0276285848088106e-08,0.5698616655560873,0.2405140288445859,0.4908816724552136,0.5632042878609703,0.2592075867261313,0.6090498062422818,0.2334841279084293,Medium,Low,Medium,Low,Medium,Medium,Medium-Low,Low-Medium,Medium-Medium,Beginner,Intermidiate,Intermidiate,0.6567415927391214,0.6881507485941164,8.351920897426285e-07,7.0,7.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Hypocrisy,Chemical Whore,,"['Distortion Guitar', 'Guitar 2']",Intermediate,3/8,40,2021,0.287,0.874,-7.486,0.0739,3.37e-05,0.176,0.159,0.0915,90.047,319567,,,,,0.2116054294760075,7.059791718951686e-07,0.088468248112041,0.2072600992462889,3.4137040386267746e-08,0.0624049507577499,0.2661409997682218,0.3950366306992717,0.5005998409882944,0.0,0.2621859050047936,0.0258145090515374,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2421114753730063,0.1012222518444405,8.077564895825728e-07,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Hypocrisy,Children Of The Gray,,['Distortion Guitar'],Intermediate,3/8,39,2021,0.413,0.831,-7.953,0.0421,3.07e-05,0.00155,0.19,0.139,94.968,316999,,,,,0.131218596916057,0.0014399606635521,0.0881654485562956,0.0690051424187014,0.0001685903638761,0.1172452778504684,0.3364820185758722,0.459561424984443,0.4613011443455931,0.1242794182657743,0.4540304620018575,0.2059555257551217,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1579044487557846,0.1060956059642547,0.0017328046492805,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Bad Omens,Glass Houses,"['JoakimKarlsson', 'NicholasRuffilo']",['Distortion Guitar'],Intermediate,3/8,54,2016,0.483,0.971,-3.191,0.158,8.83e-05,0.0,0.218,0.167,115.001,240898,['NoahSebastian'],['VincentRiquier'],['NickFolio'],[],0.3951587977397121,0.1386976801419304,0.1590611888304792,0.2945307877701193,0.0571418124466193,0.2052849342606824,0.4937770722903399,0.4619795642351471,0.5485800124235297,0.3028198651329387,0.4112062203100523,0.1329675003837914,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4069606567865212,0.1638117289706274,0.1428400413408141,4.0,2.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Gh,asas,,"['Electric Guitar (clean)', 'Clean Guitar']",Intermediate,4/8,3,2011,0.593,0.805,-8.326,0.0565,0.766,0.753,0.331,0.96,120.354,148147,,,,,0.0552879111043186,7.540910225323886e-10,0.0009676808890622,0.0366888729289761,5.3002316785384395e-11,9.443893172176127e-05,0.5474918346144301,0.5142775886332627,0.3976703304028274,0.0404931355974938,0.4069199320308604,0.5796221639676817,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.068680634912197,0.0012020880609468,9.36759034201725e-10,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Destruction Of The Healer,Obsessed,['Right Clean'],['Electric Guitar (clean)'],Intermediate,4/8,2,2022,0.268,0.969,-5.05,0.108,3.68e-05,0.616,0.0915,0.0385,170.015,196500,,,,,0.4014656003721829,8.214811430496629e-07,0.0777428927880148,0.3827786952801061,6.472507875459489e-08,0.0292036542821835,0.3626043713565327,0.6463214200211372,0.5662575876946265,0.4332405798374886,0.6373105102440005,0.1285618592992513,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4143091851106119,0.0802300235170431,8.477617575331919e-07,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Northlane,Impulse,,['Electric Guitar (clean)'],Intermediate,3/8,29,2015,0.313,0.966,-2.193,0.109,8.22e-05,0.0,0.358,0.64,130.022,215760,,,,,0.3674757831483282,0.0031253055186309,0.3584780649898265,0.2989727477661958,0.0008415762794954,0.2159347105688084,0.4660877261821745,0.6117668343433313,0.4070612970933989,0.5018142304899996,0.3405750290183031,0.2491548939414716,Medium,Low,Medium,Medium,Medium,Medium,Medium-Medium,Low-Medium,Medium-Medium,Intermidiate,Intermidiate,Intermidiate,0.3804097134040664,0.3710953053724912,0.0032353059199077,4.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
The Gentle Men,I Am Truth,,"['Distortion Guitar', 'Left Guitar']",Intermediate,3/8,43,2021,0.367,0.949,-5.063,0.271,2.33e-05,0.0931,0.128,0.365,182.105,214027,,,,,0.3874852901159614,3.437056769051822e-05,0.300272789832527,0.3527301169359665,3.218396451556881e-06,0.2956545674378892,0.444016080790595,0.6538900002328171,0.681392127022997,0.4896483084511571,0.2768282710047431,0.2010023420864586,Medium,Low,Low,Medium,Medium,High,Medium-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.4083090517554915,0.3164096837012929,3.621766879928158e-05,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
